DrugName,Manufacturer,NAFDAC_Number,Barcode,BatchNumber,ExpiryDate,DosageForm,Strength,PackageSize,Country,Label
Lonart,Sanofi Nigeria,A3-2814,6190615372211,LOT25-6835,2029-11-17,Injection,50mg,5 vials,Nigeria,Genuine
Lonart DS Extra,MedExpress Ltd,d4-1545,5762648163849368063,BATCH-527,2020-02-28,Syrup,500mg/5ml,5 vials,Nigeria,Suspicious
Amlodipine,Hovid Nigeria Ltd,L9-2579,6197793238223,BT26-1446,2026-12-13,Injection,1g,20 tablets,Nigeria,Genuine
Paandol,DRUGFIELD PHARMACEUTICALS LTD,UV-MAUQ,6199876674089,---,2020-01-15,cream,250mg,10 tablets,China,Suspicious
Ferrous Sulphate,Swiss Pharma Nigeria Ltd,Z9-1046,6194228421021,BN25-3998,2028-01-06,Injection,500mg,30 tablets,Nigeria,Genuine
Atenolol,Sanofi Nigeria,H7-7129,6196798250711,LOT25-1506,2026-12-05,Cream,400mg,20 capsules,Nigeria,Genuine
Magic Cure Pill,Hovid Nigeria Ltd,L-62,6196050337464,28,2023-08-21,DROPS,500mg/5ml,BULK,Ghana,Suspicious
Spironolactone,Tuyil Pharmaceutical Industries,K3-8046,6195968078520,LOT25-8522,2027-05-05,Capsule,125mg/5ml,200ml bottle,Nigeria,Genuine
Chlorpheinramine,May & Baker Nigeria Plc,QlviNj,6195461679460,---,N/A,Powder,UNKNOWN,60ml bottle,Ghana,Suspicious
Vitamin C,Bioraj Pharmaceuticals Ltd,S3-5549,6190655782018,B24-4609,2027-03-27,Syrup,200mg,1 tube,Nigeria,Genuine
Multivtiamin,MedExpress Ltd,T3aNrSeRKL,9999999999999,BATCH-465,,  Tablet ,200mg,5 vials,Unknown,Suspicious
Metformin,Juhel Nigeria Ltd,E3-7278,6196878878835,L24-9618,2029-09-19,Suspension,250mg/5ml,20 tablets,Nigeria,Genuine
Chloroquine,Healwell Pharma Ltd,i6-2015,6196089706491,61,20/01/2026,Injection,250mg,5 vials,Ghana,Suspicious
Ampiclox,Mopson Pharmaceutical Ltd,A1-3384,6194955289383,B24-1723,2026-09-07,Suspension,400mg,30 tablets,Nigeria,Genuine
ORS,Evans Medical Plc,S6-1834,6195016679983,LOT24-8087,2029-08-17,Sachet,250mg/5ml,1 vial,Nigeria,Genuine
ORS,Drugfield Pharmaceuticals Ltd,N7-8224,6191167507625,L26-5791,2028-04-24,Tablet,100mg,10 capsules,Nigeria,Genuine
Augmentin,Sanofi Nigeria,X5-1393,6191437483093,BT24-9546,2029-08-03,Suspension,125mg/5ml,1 vial,Nigeria,Genuine
Panadol,May & Baker Nigeria Plc,Q2-9831,6193230898135,B26-1469,2028-09-18,Capsule,400mg,10 capsules,Nigeria,Genuine
mETFORMIN,DrugKing Industries,-1935,6199416795205,60,N/A,Injectino,5mg,30 tablets,Nigeria,Suspicious
Tramadol,Bioraj Pharmaceuticals Ltd,T2-7876,6192566093146,BN26-1902,2029-02-11,Capsule,10mg,20 capsules,Nigeria,Genuine
Augmenti,Swiss Pharam Nigeria Ltd,E-91,h38QUIu9pwIGF,,2022-08-13,Drops,500mg/5ml,30g tube,Ghana,Suspicious
Glibenclamide,WonderDrug Co,fERXC,0000000000000,BATCH-021,07/11/2026,Powder,250mg/5ml,60ml bottle,India,Suspicious
  Azithromycin ,Mopson Pharmaceutical   Ltd ,H3-697052,989582477339129903,N/A,N/A,Syrup,250mg/5ml,100ml bottle,Pakistan,Suspicious
Diazepam,Pharma Deko Plc,D7-4191,6199970469475,BT25-8411,2029-09-10,Injection,400mg,200ml bottle,Nigeria,Genuine
Artemether Lumefantrine,Nigerian German Chemicals Plc,S8-9043,6192050614970,BT24-0521,2027-03-21,Injection,250mg,100ml bottle,Nigeria,Genuine
loperamide,BestPills International,H6-368269,8754036488,16,28/12/2026,dROPS,250mg/5ml,200ml bottle,Ghana,Suspicious
Vitamin B Complex,Sanofi Nigeria,T0-2625,6193341232811,BT24-6793,2029-12-20,Drops,400mg,10 tablets,Nigeria,Genuine
Amlodipine,Nigerian German Chemicals Plc,Q6-3954,6197036924920,L26-3340,2027-07-11,Drops,200mg,1 tube,Nigeria,Genuine
Ranitidine,Swiss Pharma Nigeria Ltd,J2-3653,6195358414389,LOT24-5061,2026-09-21,Syrup,1g,1 vial,Nigeria,Genuine
mETRONIDAZOLE,JUHEL NIGERIA LTD,1v6bb3,6191904878605,dKHlX,26/06/2025,Syrup,400mg,200ml bottle,India,Suspicious
,Hovid Nigeri aLtd,G6-617843,6192415712761,96,,Ceram,1g,N/A,Pakistan,Suspicious
Nifedipine,Nigerian German Chemicals Plc,L5-1420,6197846850952,L26-4807,2028-04-01,Suspension,400mg,5 vials,Nigeria,Genuine
Artemether Lumefantrnie,PharmaPlus International,V6-724580,3360809,cVN,24/02/2025,Suspension,400mg,BULK,Pakistan,Suspicious
Flagyl,Bioraj Pharmaceuticals Ltd,PENDING,710816922397662,nsYdE,N/A,  Drops ,N/A,10 capsules,Pakistan,Suspicious
Coartem,Juhel Nigeria Ltd,W4-7676,6191719281706,L25-5119,2027-07-02,Syrup,200mg,30g tube,Nigeria,Genuine
Flagy,NovaDrug Industries,NOT REGISTERED,6190434741250,10,,Drops,125mg/5ml,30g tube,Nigeria,Suspicious
Augmenti,BioFix Pharmaceuticals,FN-JZMN,6198233097011,38,16/01/2026,  Cream ,400mg,100 tablets,Nigeria,Suspicious
Ibuprofen,MegaDrug Industries,R8-529406,GmdpCIXpbKQhq,BATCH-001,???,Capsule,250mg,10 tablets,Nigeria,Suspicious
Metronidazole,Swiss Pharma Nigeria Ltd,H1-5385,6192900185131,BT25-9321,2029-03-10,Cream,50mg,30 tablets,Nigeria,Genuine
Gentamicin,Mopson Pharmaceutical Ltd,M5-1199,6194554781370,L25-4828,2027-12-14,Ointment,100mg,1 vial,Nigeria,Genuine
  Lisinopril ,AlphaHealth Industries,NOT REGISTERED,6198812988617,4,???,Tablet,500mg/5ml,20 tablets,Nigeria,Suspicious
Vitamin C,Pharma Deko Plc,E7-3977,6190465375561,LOT25-4233,2026-08-01,Powder,500mg,20 capsules,Nigeria,Genuine
Magic Cure Pill,CureFast Pharmaceuticals,F-32,arujl9KsafTIC,tOKW,22/01/2026,Suspensino,400mg,20 capsules,Ghana,Suspicious
Lonart DS Extra,  Emzor  Pharmaceutical Industries,-1868,6194665895249,---,2023-12-27,Tablet,5mg,1 pack,China,Suspicious
HYDROCORTISONE,Chi Pharmaceuticals Ltd,W7-9122,4444444444444,EJAPmUKc,???,Sachet,125mg/5ml,30g tube,Pakistan,Suspicious
Cotrimoxazole,Chi Pharmaceuticals Ltd,A5-5570,6195967150067,L26-6488,2029-05-03,Capsule,500mg,5 vials,Nigeria,Genuine
Vitamin C,Juhel Nigeria Ltd,O0-5345,6193315410061,L26-6975,2027-07-16,Ointment,10mg,200ml bottle,Nigeria,Genuine
  Tramadol ,QuickCure Labs,  P8-6932 ,549723,5,2020-11-06,Sachet,250mg/5ml,BULK,India,Suspicious
Flagy,Drugfield   Pharmaceuticals  Ltd,H423L9,6195513444862,UNKNOWN,2021-10-01,Injection,50mg,100ml bottle,Nigeria,Suspicious
Paracetmol,TUYIL PHARMACEUTICAL INDUSTRIES,Z4-3830,0000000000000,34,???,cream,1g,10 tablets,Ghana,Suspicious
Chlrooquine,Dana Pharmaceuticals Ltd,  Y9-6420 ,6196557374856,43,2021-03-11,Powdre,N/A,20 tablets,Nigeria,Suspicious
Coartem,Chi Pharmaceuticals Ltd,N2-1431,6193708782119,L24-2694,2026-11-26,Injection,250mg,200ml bottle,Nigeria,Genuine
Diazepam,Neimeth International Pharmaceuticals,G7-2616,6191895473827,BN24-3240,2029-09-23,Injection,500mg/5ml,200ml bottle,Nigeria,Genuine
Amoxicillin,May & Baker Nigeria Plc,C6-4597,6195640723243,L24-8342,2027-09-20,Cream,250mg/5ml,30g tube,Nigeria,Genuine
Gentamicin,Hovid Nigeria Ltd,M4-9779,6196478686236,L25-1063,2026-09-17,Injection,400mg,100ml bottle,Nigeria,Genuine
Spironolactone,Emzor Pharmaceutical Industries,W8-4203,6193444704888,L26-9917,2028-01-09,Drops,500mg,30g tube,Nigeria,Genuine
Spironolactone,GlaxoSmithKline Nigeria,E0-8068,6190212886654,BT25-9224,2027-12-10,Capsule,10mg,20 capsules,Nigeria,Genuine
Augmentin,Dana Pharmaceuticals Ltd,V5-9014,6191558686397,LOT26-6784,2026-04-21,Drops,100mg,1 tube,Nigeria,Genuine
Erythromycin,Juhel Nigeria Ltd,R8-4267,6193987411328,LOT26-7959,2029-01-25,Ointment,250mg/5ml,1 tube,Nigeria,Genuine
Loperamide,Hovid Nigeria Ltd,S5-6693,6194393769041,BT25-8394,2026-09-03,Powder,400mg,20 capsules,Nigeria,Genuine
Azithromycin,Pfizer Nigeria,X4-2096,6197634250735,BT26-0150,2028-06-27,Sachet,50mg,200ml bottle,Nigeria,Genuine
AMPICLOX,BestPills International,-6692,oPTmQ8sgzAhDV,BATCH-118,UNKNOWN,  Syrup ,20mg,30 tablets,Ghana,Suspicious
Coartem,Neimeth InternationalP harmaceuticals,NONE,6191388655006,tsuxjXDH,UNKNOWN,sachet,500mg,100 tablets,Pakistan,Suspicious
Hydrocortisone,Sunrise Medications,B3-539399,3333333333333,KRME,N/A,sACHET,???,60ml bottle,China,Suspicious
Metronidazol,Mopson Pharmaceutical Ltd,-8130,6195587745261,99,UNKNOWN,Powder,400mg,60ml bottle,Ghana,Suspicious
Multivitamin,GoodHealth Generics,X3-374712,6195713399627,---,???,capsule,50mg,1 vial,China,Suspicious
Glibenclmaide,PharmaPlus International,F9-646137,40032,UNKNOWN,2021-03-10,pOWDER,N/A,1 vial,Ghana,Suspicious
Atenolol,Dana Pharmaceuticals Ltd,Q5-5148,6195400644542,L25-2486,2027-02-04,Syrup,200mg,30 tablets,Nigeria,Genuine
  Lonart ,glaxosmithkline nigeria,S0-2861,6193994901331,35,07/08/2026,dROPS,5mg,100 tablets,India,Suspicious
Antacid,Emzor Pharmaceutical Industries,H3-3044,6198361133896,BT25-0713,2029-09-18,Syrup,500mg/5ml,200ml bottle,Nigeria,Genuine
Multivitamin,Tuyil Pharmaceutical Industries,Y8-4578,6193918785191,BN24-9072,2027-10-18,Syrup,100mg,20 capsules,Nigeria,Genuine
Diaezpam,BioFix Pharmaceuticals,-2384,0000000000000,36,2020-08-19,Ointmetn,250mg,100ml bottle,Ghana,Suspicious
Loperamide,Fidson Healthcare Plc,R9-4955,6198984690813,B25-4409,2026-01-11,Ointment,400mg,100 tablets,Nigeria,Genuine
Doxycycline,FastRelief Drugs,VI-KLHW,0000000000000,N/A,2021-06-26,Capsuel,250mg/5ml,10 tablets,Nigeria,Suspicious
Chloroquine,Juhel Nigeria Ltd,-9248,6192410740271,BATCH-064,17/03/2026,Drops,400mg,1 tube,Pakistan,Suspicious
Hydrocortisone,Pfizer Nigeria,W1-3956,6197997029276,BN24-1008,2028-04-22,Sachet,50mg,30g tube,Nigeria,Genuine
Multivitamin,Neimeth International Pharmaceuticals,N6-9982,6193482689994,L24-6463,2029-01-17,Suspension,5mg,60ml bottle,Nigeria,Genuine
Ceftriaxone,Pharma Deko Plc,D7-9243,6191596983847,LOT26-8250,2027-12-22,Tablet,250mg/5ml,1 tube,Nigeria,Genuine
  Multivitamin ,PharmaPlus International,YO-CZMN,6666666666666,N/A,21/01/2026,Cream,10mg,30g tube,Unknown,Suspicious
Amoxicilin,Drugfield Pharmaceuticals   Ltd ,YgbS,6197404515699,28,2023-07-23,sachet,5mg,1 pack,China,Suspicious
Magic Cure Pill,BioFix Pharmaceuticals,L6-765444,6191257804733,N/A,UNKNOWN,Capsule,UNKNOWN,30g tube,Pakistan,Suspicious
Ibuprofen,Chi Pharmaceuticals Ltd,W8-2734,6192312392042,B24-1066,2029-12-01,Capsule,5mg,100 tablets,Nigeria,Genuine
erythromycin,MegaDrug Industries,UY-WLYB,0000000000000,BATCH-528,2023-04-09,Injeciton,500mg,30 tablets,Pakistan,Suspicious
Nifedipine,SKG Pharma Ltd,I9-3713,6196999699647,B26-9935,2029-02-17,Injection,100mg,200ml bottle,Nigeria,Genuine
Paracetamol,Evans Medical Plc,I3-3360,6194006157272,L26-2671,2029-06-04,Injection,50mg,10 capsules,Nigeria,Genuine
Hydrocortisone,Sanofi Nigeria,L5-2392,6195122946214,BT26-5354,2028-12-26,Capsule,10mg,1 vial,Nigeria,Genuine
Diazepam,Fidson Healthcare Plc,Q3-7929,6192644886943,L26-1556,2026-11-19,Cream,100mg,10 capsules,Nigeria,Genuine
Tramadol,Nigerian German Chemicals Plc,C0-6478,6195661390608,LOT26-0774,2028-09-19,Syrup,10mg,200ml bottle,Nigeria,Genuine
Erythromycin,Swiss Pharma Nigeria Ltd,F2-3712,6197065379470,BT26-4018,2028-08-27,Suspension,10mg,5 vials,Nigeria,Genuine
Ibuprofen,GoodHealth Generics,RKQYUY,0000000000000,BATCH-802,12/07/2026,Powder,125mg/5ml,BULK,China,Suspicious
Folic Acid,Emzor Pharmaceutical Industries,M3-8516,6193149501362,LOT26-8285,2026-12-18,Sachet,100mg,10 capsules,Nigeria,Genuine
Amatem,Bioraj Pharmaceuticals Ltd,T2-7618,6197389975631,LOT24-0705,2028-07-24,Syrup,5mg,200ml bottle,Nigeria,Genuine
Furosemide,Fidson Healthcare Plc,C6-7510,6198548709982,L24-6890,2027-03-19,Sachet,1g,30g tube,Nigeria,Genuine
Augmentin,Bioraj Pharmaceuticals Ltd,W3-2816,6198003666027,BN24-0188,2028-04-24,Syrup,,20 capsules,Nigeria,Genuine
Vitamin B Complex,DrugKing Industries,U9-591569,8888888888888,IAs,27/04/2025,Dorps,5mg,10 tablets,Pakistan,Suspicious
Cotrimoxazole,AlphaHealth Industries,PENDING,6191641700535,N/A,???,Tablte,500mg/5ml,10 tablets,China,Suspicious
Ciprofloxacn,Mopson Pharmaceutiacl Ltd,A-70,708428741,UNKNOWN,20/12/2026,Suspension,125mg/5ml,30 tablets,China,Suspicious
Metronidazole,Pharma Deko Plc,W4-7230,6199357824347,L25-6525,2028-09-16,Injection,250mg,100 tablets,Nigeria,Genuine
Lisinopril,Tuyil Pharmaceutical Industries,C1-2398,6191615280988,B25-2102,2029-06-28,Ointment,250mg/5ml,10 tablets,Nigeria,Genuine
Amoxicilin,BioFix Pharmaceuticals,XH-ZHKF,w07tcdtaBfS3M,??,UNKNOWN,Craem,UNKNOWN,N/A,China,Suspicious
Lisinopril,GlaxoSmithKline Nigeria,F4-9876,6192554428677,B25-3313,2027-06-27,Sachet,400mg,30 tablets,Nigeria,Genuine
Paracetmol,,7VIZ75,7745998413376870,BATCH-959,19/02/2025,Onitment,500mg,N/A,India,Suspicious
Emzor Paracetamol,pharma deko plc,E6-607504,0000000000000,,???,Powder,5mg,N/A,Ghana,Suspicious
Loperamide,SKG Pharma Ltd,F6-5823,6199082771817,BT26-9052,2027-07-14,Cream,50mg,10 tablets,Nigeria,Genuine
Antacid,Swiss Pharma Nigeria Ltd,I0-1893,6198427109476,L25-5682,2027-01-09,Drops,250mg,20 tablets,Nigeria,Genuine
Fruosemide,SuperCure Pharma,PVuH,hyJqgUXXPcJEU,BATCH-071,2020-06-04,Dorps,500mg/5ml,BULK,Pakistan,Suspicious
Azithromycin,Pfizer Nigeria,U3-2197,6196477251299,LOT25-8746,2029-01-13,Sachet,400mg,10 tablets,Nigeria,Genuine
Amoxicilin,DRUGFIELD PHARMACEUTICALS LTD,P4-305552,54959,74,2023-10-24,Capsule,500mg/5ml,20 tablets,Pakistan,Suspicious
lonart,Neimeth International Pharmaceuticals,  S9-1405 ,6193669332767,28,05/03/2026,oINTMENT,50mg,1 pack,China,Suspicious
Augmentin,Tuyil Pharmaceutical Industries,F0-1884,6192839482325,BT24-4228,2026-05-09,Drops,400mg,5 vials,Nigeria,Genuine
  Prednisolone ,Drugfield Pharmaceuticals   Ltd ,  U6-7399 ,4444444444444,uQq,21/07/2026,Drops,250mg/5ml,BULK,Ghana,Suspicious
Coartem,Dana Pharmaceuticals Ltd,H0-1396,6190370033228,B25-5391,2029-11-22,Ointment,500mg,200ml bottle,Nigeria,Genuine
,Hovid Nigeria Ltd,T0-1785,6191001676180,LOT25-2608,2027-12-22,Tablet,400mg,60ml bottle,Nigeria,Genuine
Erythromycin,Swiss Pharma Nigeria Ltd,F5-4983,6196488208930,LOT26-6655,2027-10-02,Ointment,100mg,10 capsules,Nigeria,Genuine
ORS,Tuyil Pharmaceutical Industries,F8-2806,6197932302341,L25-1889,2027-02-10,Capsule,20mg,20 tablets,Nigeria,Genuine
Emzor Paracetamol,Dana Pharmaceuticals Ltd,O1-2970,6198425476815,B24-6613,2027-03-27,Suspension,500mg/5ml,10 tablets,Nigeria,Genuine
Artemether Lumefantrine,Bioraj Pharmaceuticals Ltd,Z0-2847,6198498042535,L24-3191,2029-08-16,Suspension,250mg,30 tablets,Nigeria,Genuine
Augmenti,PharmaPlus International,X6-9812,6197482300972,nQEsg,2021-07-15,  Syrup ,125mg/5ml,30g tube,Unknown,Suspicious
Panado,eMZOR pHARMACEUTICAL iNDUSTRIES,A9-4976,0000000000000,92,UNKNOWN,Ointmnet,1g,200ml bottle,China,Suspicious
Cotrimoxazole,Chi Pharmaceuticals Ltd,J8-5549,6193379766272,BN25-1836,2026-06-23,Drops,1g,10 capsules,Nigeria,Genuine
Amoxil,Nigerian German Chemicals Plc,F0-3044,6197537030458,BT24-5067,2027-04-16,Cream,500mg,10 capsules,Nigeria,Genuine
Coartem,Emzor Pharmaceutical Industries,Q3-8181,6198191907490,B24-1504,2029-05-02,Tablet,20mg,1 vial,Nigeria,Genuine
Flagyl,Fidson Healthcare Plc,F7-7194,6190250826117,BT24-1299,2027-07-04,Ointment,200mg,1 tube,Nigeria,Genuine
MegaVit Plus,TopNotch Drugs Ltd,NONE,8888888888888,BATCH-261,N/A,powder,50mg,20 capsules,Ghana,Suspicious
Glibenclamide,Pfizer Nigeria,X0-6450,6195295806605,BN24-8316,2027-12-09,Capsule,100mg,100ml bottle,Nigeria,Genuine
Vitamin B Complex,Drugfield Pharmaceuticals Ltd,B8-3869,6196870568567,L24-5013,2029-03-25,Powder,50mg,100 tablets,Nigeria,Genuine
Artemether Lumefantrine,Juhel Nigeria Ltd,Q3-2194,6199971791100,BN25-5232,2026-03-02,Drops,500mg,10 capsules,Nigeria,Genuine
Diclfoenac,Pfizer iNgeria,ZE-HTNK,0000000000000,BATCH-077,???,Drops,250mg/5ml,60ml bottle,Unknown,Suspicious
Paracetamol,Nigerian German Chemicals Plc,P7-7176,6192550325017,L24-6317,2028-05-05,Ointment,100mg,10 capsules,Nigeria,Genuine
Augmentin,Neimeth International Pharmaceuticals,P9-5095,6191269789301,L25-6847,2028-12-11,Syrup,500mg,20 capsules,Nigeria,Genuine
  Metronidazole ,BestPills International,NVKEES,1111111111111,ndcYL,06/12/2025,Capsuel,10mg,10 tablets,India,Suspicious
Nifedipine,Tuyil Pharmaceutical Industries,Q6-7708,6199125177859,BT26-9730,2027-03-14,Powder,500mg,20 tablets,Nigeria,Genuine
Multivitamin,Swiss Pharma Nigeria Ltd,T3-9593,6194401348084,L24-5713,2028-04-16,Powder,250mg/5ml,200ml bottle,Nigeria,Genuine
Paracetmol,DrugKing Industries,-3016,0000000000000,evEjtJl,2021-09-16,POWDER,125mg/5ml,30g tube,Pakistan,Suspicious
Total Cure Tablets,CureFast Pharmaceuticals,W6N080,k1yKrIdBMxrFM,5,22/12/2025,Drops,100mg,20 tablets,Ghana,Suspicious
Diazepam,May & Baker Nigeria Plc,V7-1516,6197550476813,L26-9719,2028-11-16,Tablet,20mg,10 tablets,Nigeria,Genuine
Chlorpheniramine,Neimeth International Pharmaceuticals,C2-2180,6196376182090,BN25-6391,2026-02-27,Tablet,500mg/5ml,5 vials,Nigeria,Genuine
Power Drug,Pharma Deko Plc,5HWGPB,,BATCH-068,,Tablet,50mg,20 capsules,Ghana,Suspicious
Instant Relief Caps,MedExpress Ltd,M0-3303,875480293,99,18/04/2026,Suspension,100mg,10 tablets,Unknown,Suspicious
Multivitamin,GlaxoSmithKline Nigeria,B8-1241,6191326773601,BT25-0135,2029-05-26,Drops,400mg,60ml bottle,Nigeria,Genuine
Loperamide,Neimeth International Pharmaceuticals,C8-6115,6198520089439,LOT26-7026,2026-12-02,Cream,400mg,5 vials,Nigeria,Genuine
Doxycycline,Bioraj Pharmaceuticals Ltd,G3-1953,6191981794690,LOT25-8708,2028-03-20,Sachet,50mg,200ml bottle,Nigeria,Genuine
Ciprofloxacin,Mopson Pharmaceutical Ltd,Z2-8862,6198730486257,BN25-3074,2026-08-23,Injection,20mg,20 capsules,Nigeria,Genuine
Total Cure Tablets,Pfizer Nigeria,PENDING,XMwFq8Js49YA1,BATCH-802,2022-08-07,Drops,20mg,100 tablets,India,Suspicious
amoxil,WonderDrug Co,D5-991114,6193307066672,UKlVeDZL,N/A,Capsule,125mg/5ml,5 vials,Ghana,Suspicious
Atenolol,Swiss Pharma Nigeria Ltd,K3-9819,6199218785190,BT26-5807,2027-08-09,Sachet,500mg,100ml bottle,Nigeria,Genuine
Total Cure Tablets,  Evans  Medical Plc,M5-992060,6198463924880,N/A,???,Suspension,,BULK,Unknown,Suspicious
ibuprofen,Emzor PharmaceuticalI ndustries,  F0-8585 ,0000000000000,??,09/08/2026,Suspension,UNKNOWN,1 vial,Ghana,Suspicious
Prednisolone,SKG Pharma Ltd,N8-4149,6196289696455,LOT25-6165,2028-04-11,Powder,10mg,20 tablets,Nigeria,Genuine
Tetracycline,Sanofi Nigeria,M9-5066,6192591408496,B24-2969,2027-02-06,Suspension,400mg,30g tube,Nigeria,Genuine
Lonart,Hovid Nigeria Ltd,L3-8404,6194741124904,BT25-2530,2026-12-08,Cream,20mg,200ml bottle,Nigeria,Genuine
Hydrocortisone,Fidson Healthcare Plc,T1-3378,6196022132172,L25-2387,2026-02-20,Capsule,250mg,20 tablets,Nigeria,Genuine
Cotrimoxazole,pHARMA dEKO pLC,Z8-6822,eO5uQ4QLU9W4A,BATCH-893,14/12/2025,sachet,1g,10 capsules,Unknown,Suspicious
Ranitidine,Tuyil Pharmaceutical Industries,Y8-3525,6199456511810,BN24-3026,2026-04-04,Drops,200mg,20 tablets,Nigeria,Genuine
Amoxil,Swiss Pharma Nigeria Ltd,L7-9845,6192841067275,LOT24-0170,2028-11-23,Injection,50mg,10 capsules,Nigeria,Genuine
Amoxicilin,CureFast Pharmaceuticals,-6093,6666666666666,82,10/03/2026,Syurp,N/A,30g tube,Pakistan,Suspicious
Artemether Lumefantrine,Nigerian German Chemicals Plc,J4-3188,6190062987785,L24-5239,2028-12-13,Ointment,400mg,60ml bottle,Nigeria,Genuine
Promethazine,Swiss Pharma Nigeria Ltd,O5-9396,6199551687403,B26-1034,2027-12-27,Powder,500mg,30 tablets,Nigeria,Genuine
Metronidazol,CureFast Pharmaceuticals,C6-150539,10715558709404224,BATCH-305,2022-06-28,capsule,50mg,20 tablets,Unknown,Suspicious
Amatem,Pharma Deko Plc,I0-9615,6198223095867,BT26-7915,2027-10-22,Powder,125mg/5ml,30g tube,Nigeria,Genuine
Artemether Lumefantrine,Pharma Deko Plc,U7-2770,6197665122155,BN24-1251,2028-02-18,Powder,400mg,30 tablets,Nigeria,Genuine
Amatem,evans medical plc,P3-254592,dAuiObSnY6Mhb,UNKNOWN,N/A,Sachte,500mg,100ml bottle,India,Suspicious
Erythromycin,Hovid Nigeria Ltd,U8-2161,6192282178196,BT24-6874,2028-04-27,Injection,20mg,10 tablets,Nigeria,Genuine
Flagy,Neimeth International   Pharmaceuticals ,H-50,6193693010006,QEdxfaW,N/A,Syrup,50mg,5 vials,Ghana,Suspicious
Flagy,Chi PharmaceuticalsL td,FE-BVYG,6197349852972,46,27/02/2026,Syrup,500mg/5ml,1 tube,India,Suspicious
Amatme,AlphaHealth Industries,T3-5721,91294,BATCH-821,23/11/2025,  Injection ,50mg,200ml bottle,Ghana,Suspicious
  Cotrimoxazole ,sanofi nigeria,JN-OAPK,22750,89,22/01/2026,  Drops ,250mg,100ml bottle,China,Suspicious
Paracetamol,SKG Pharma Ltd,E7-2596,6190336829636,LOT24-3231,2026-06-27,Cream,500mg,10 capsules,Nigeria,Genuine
Ibuprofen,Pharma Deko Plc,Z9-6279,6197773872140,B26-5591,2026-04-22,Injection,200mg,30g tube,Nigeria,Genuine
Amoxil,Mopson Pharmaceutical Ltd,N5-1924,6193334911419,LOT24-0422,2028-01-15,Ointment,1g,200ml bottle,Nigeria,Genuine
Floic Acid,MedLine Drugs Ltd,NOT REGISTERED,84202435094765118,N/A,14/05/2025,Sachet,1g,100 tablets,India,Suspicious
MegaVit Plus,AlphaHealth Industries,b7-7634,6195359771009,XHy,2022-10-09,  Suspension ,???,10 capsules,China,Suspicious
Magic Cure Pill,NovaDrug Industries,NOT REGISTERED,42253939224257772774,BATCH-431,2022-03-03,Capsuel,1g,N/A,Nigeria,Suspicious
Erythromycin,Evans Medical Plc,R7-1691,6194947873002,BT25-5017,2029-02-21,Injection,20mg,30 tablets,Nigeria,Genuine
Glibenclamide,Emzor Pharmaceutical Industries,P8-3445,6196333738988,L26-7659,2028-02-11,Suspension,20mg,30g tube,Nigeria,Genuine
Ranitidine,Mopson Pharmaceutical Ltd,T8-9365,6193103032437,BT26-9145,2027-10-12,Injection,100mg,1 tube,Nigeria,Genuine
Panadol,Dana Pharmaceuticals Ltd,D4-2143,6193577594929,B26-6071,2028-07-06,Tablet,10mg,100 tablets,Nigeria,Genuine
Artemether Lumefantrine,Tuyil Pharmaceutical Industries,,6193325623895,B25-9649,2026-10-15,Tablet,250mg,1 tube,Nigeria,Genuine
  Doxycycline ,CureFast Pharmaceuticals,OWYPN3,32237185921268485,UNKNOWN,03/02/2026,Syrup,1g,60ml bottle,Nigeria,Suspicious
Amoxicilin,BioFix Pharmaceuticals,NONE,6197862902512,BATCH-132,2023-08-08,TABLET,250mg,1 vial,Nigeria,Suspicious
Amoxicillin,Pharma Deko Plc,H5-6156,6193730964965,B24-7708,2029-02-04,Sachet,125mg/5ml,20 capsules,Nigeria,Genuine
Ciprofloxacn,Sunrise Medications,c0-2642,6196759149993,BATCH-877,02/04/2025,  Drops ,UNKNOWN,10 capsules,India,Suspicious
Tetracycline,Bioraj Pharmaceuticals Ltd,R1-6228,6193714732108,LOT25-6950,2027-03-27,Cream,1g,1 tube,Nigeria,Genuine
Metformin,Neimeth International Pharmaceuticals,U9-6058,6193191654306,B26-9573,2028-03-08,Capsule,100mg,10 tablets,Nigeria,Genuine
Doxycycline,Bioraj Pharmaceuticals Ltd,J4-3788,6194648849979,B25-7276,2027-09-12,Drops,10mg,5 vials,Nigeria,Genuine
ORS,May & Baker Nigeria Plc,U7-3812,6192113869088,L24-6487,2029-03-06,Capsule,500mg,30g tube,Nigeria,Genuine
ATENOLOL,Healwell Pharma Ltd,N/A,5555555555555,BATCH-344,UNKNOWN,Syrup,200mg,200ml bottle,Pakistan,Suspicious
Ciprofloxacn,  Hovid  Nigeria Ltd,k3-8186,6198667155448,N/A,08/10/2025,  Ointment ,???,200ml bottle,Ghana,Suspicious
Tramadol,Sanofi Nigeria,L1-3824,6193972835122,B25-9504,2027-08-23,Syrup,5mg,30 tablets,Nigeria,Genuine
Diclofenac,MedExpress Ltd,A0-1453,0000000000000,88,16/06/2025,Capslue,50mg,100 tablets,India,Suspicious
Cotrimoxazole,Bioraj Pharmaceuticals Ltd,Z1-9099,6192031369554,BT26-6502,2027-12-01,Sachet,125mg/5ml,30 tablets,Nigeria,Genuine
Tramadol,Fidson Healthcare Plc,P7-9368,6195079252413,B26-1989,2027-12-17,Tablet,500mg,10 tablets,Nigeria,Genuine
